Clave;Fuente;Fecha licitacion;Apertura;Cierre;Estado;Categoria;Titulo;Emisor;Tipo (API);Moneda titulo;Moneda monto;Moneda (clase);Monto a licitar;Monto adjudicado;Adjudicado / licitado;Tasa/margen de corte (%);Desierta;Valor de corte (texto);Variable licitada;Sistema adjudicacion;Ampliable hasta;Liquidacion;Vencimiento;Plazo (dias);Industria;Colocadores;Liquidador;Rueda;Modalidad;Observaciones;Enlace
cnv:202609081450-secubono-236-fideicomiso-financiero;cnv;2026-09-08;11:50;;Anunciada;ON Corporativa;SECUBONO 236 FIDEICOMISO FINANCIERO;SECUBONO 236 FIDEICOMISO FINANCIERO;CNV - ON;;;;;;;;;;;;;;;;;;;;;;https://aif2.cnv.gov.ar/Presentations/publicview/2b64b4ec-262f-40c3-b308-261a4f13fd02
a3:-898;a3;2026-09-08;10:00;16:00;Finalizada;Deuda Publica;LETRAS DE TESORERÍA DE LA MUNICIPALIDAD DE LA CIUDAD DE CORDOBA SERIE LIII;MUNICIPALIDAD CIUDAD DE CORDOBA;Pública;ARS PESOS;ARS PESOS;ARS;20.000.000.000,00;50.000.000.000,00;2,5000;6,9000;;MARGEN DE CORTE: 6.90%;MARGEN;Holandés;V/N $ 50.000.000.000;2026-09-10;2027-09-03;358;;BANCO DE LA PROVINCIA DE CORDOBA S.A. BANCO DE GALICIA Y BUENOS AIRES S.A. BANCO SANTANDER ARGENTINA S.A. BANCO PATAGONIA S.A. BANCO DE SERVICIOS Y TRANSACCIONES S.A. BANCO COMAFI S.A. BANCO HIPOTECARIO S.A. PUENTE HNOS. S.A. INVERTIRONLINE S.A.U. BANCO SUPERVIELLE S.A.;Clear;BCOR;Abierta;Las Letras de Tesorería de la Municipalidad de la Ciudad de Córdoba Serie LIII deberán ser Suscriptas, Integradas y Pagaderas en Pesos;
a3:-908;a3;2026-09-08;10:00;16:00;Finalizada;ON Corporativa;ON MIRGOR CLASE VI ADICIONALES;MIRGOR S.A.C.I.F.I.A;Privada - ON;USD;USD;USD;17.617.030,00;17.617.030,00;1,0000;100,3000;;PRECIO DE CORTE: 100.30%;PRECIO;Holandés;NO AMPLIABLE;2026-09-11;2028-05-28;625;;BANCO SANTANDER ARGENTINA S.A. BALANZ CAPITAL VALORES S.A.U. BANCO DE GALICIA Y BUENOS AIRES S.A. BANCO BBVA ARGENTINA S.A. BANCO PATAGONIA S.A. ADCAP SECURITIES ARGENTINA S.A. INVERTIR EN BOLSA S.A. BANCO MARIVA S.A. INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A. S&C INVERSIONES S.A. CONO SUR INVERSIONES S.A. PUENTE HNOS. S.A. SCHWEBER SECURITIES S.A. BULL MARKET BROKERS S.A. OPTION SECURITIES S.A. BANCO DE LA PROVINCIA DE BUENOS AIRES;Clear;GALI;Abierta;Las Obligaciones Negociables Clase VI Adicionales serán Suscriptas, Integradas y Pagaderas en Dólares Estadounidenses en la República Argentina;
a3:-910;a3;2026-09-08;10:00;16:00;Finalizada;ON Corporativa;ON MIRGOR CLASE VII;MIRGOR S.A.C.I.F.I.A;Privada - ON;ARS PESOS;ARS PESOS;ARS;50.000.000,00;10.972.714.399,00;219,4543;6,0000;;MARGEN DE CORTE: 6.00%;MARGEN;Holandés;V/N $ 15.000.0000;2026-09-11;2027-09-11;365;;BANCO SANTANDER ARGENTINA S.A. BALANZ CAPITAL VALORES S.A.U. BANCO DE GALICIA Y BUENOS AIRES S.A. BANCO BBVA ARGENTINA S.A. BANCO PATAGONIA S.A. ADCAP SECURITIES ARGENTINA S.A. INVERTIR EN BOLSA S.A. BANCO MARIVA S.A. INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A. S&C INVERSIONES S.A. SCHWEBER SECURITIES S.A. BULL MARKET BROKERS S.A. CONO SUR INVERSIONES S.A. PUENTE HNOS. S.A. OPTION SECURITIES S.A. BANCO DE LA PROVINCIA DE BUENOS AIRES;Clear;GALI;Abierta;Las Obligaciones Negociables Clase VII serán Suscriptas, Integradas y Pagaderas en Pesos;
a3:-913;a3;2026-09-07;11:00;15:00;Finalizada;Deuda Publica;COLOCACIÓN DEPÓSITOS PF UVA P/ CRÉDITOS HIPOTECARIOS;Administración Nacional de Seguridad Social (ANSES);Pública;ARS PESOS;ARS PESOS;ARS;200.000.000.000,00;200.000.000.000,00;1,0000;;;Ninguno;UVA + SPREAD;Precios Múltiples;NO AMPLIABLE;2026-09-09;;;;BCRA;CRYL;LIC2;Ciega;Licitación de depósitos a plazo fijo ajustable por UVA más spread cuyos fondos estarán destinados exclusivamente al otorgamiento de créditos hipotecarios.;
a3:-897;a3;2026-09-04;10:00;16:15;Finalizada;ON PyME CNV;ON BAJO IMPACTO RUTA 3 AUTOMOTORES SERIE I;RUTA 3 AUTOMOTORES S.A.;Privada - ON/VCP BAJO IMPACTO;ARS PESOS;ARS PESOS;ARS;2.400.000.000,00;2.400.000.000,00;1,0000;-1,2000;;MARGEN DE CORTE: -1.20%;MARGEN;Holandés;NO AMPLIABLE;2026-09-08;2028-09-08;731;;BANCO COMAFI S.A. BANCO MARIVA S.A. BANCO SUPERVIELLE S.A. BALANZ CAPITAL VALORES S.A.U.;Clear;OBI1;Abierta;Las Obligaciones Negociables Serie I deberán ser Suscriptas, Integradas y Pagaderas en Pesos;
a3:-885;a3;2026-09-03;10:00;16:00;Finalizada;ON Corporativa;ON SCANIA CREDIT ARGENTINA CLASE 4;SCANIA CREDIT ARGENTINA S.A.U.;Privada - ON;USD;USD;USD;40.000.000,00;40.894.186,00;1,0224;5,8000;;TASA DE CORTE: 5.8%;TASA;Holandés;V/N US$ 60.000.000;2026-09-08;2029-09-08;1096;;BANCO BBVA ARGENTINA S.A. BALANZ CAPITAL VALORES S.A.U. BANCO DE GALICIA Y BUENOS AIRES S.A. BANCO SANTANDER ARGENTINA S.A. COCOS CAPITAL S.A. FACIMEX VALORES S.A. GLOBAL VALORES S.A. INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A. PP INVERSIONES S.A. PUENTE HNOS. S.A. MACRO SECURITIES S.A.U. BANCO DE LA PROVINCIA DE CORDOBA S.A. NEIX S.A.;Clear;BLNZ;Abierta;Las Obligaciones Negociables Clase 4 serán Suscriptas, Integradas y Pagaderas en Dólares Estadounidenses en la República Argentina.;
a3:-888;a3;2026-09-03;10:00;16:00;Finalizada;Fideicomiso Financiero;FF MEGABONO CRÉDITO 352;BANCO DE VALORES S.A.;Privada - FF;ARS PESOS;ARS PESOS;ARS;15.614.732.537,00;15.614.732.537,00;1,0000;4,9000;;MARGEN DE CORTE VDFA: 4.90% / VDFB: 6.00%;MARGEN;Holandés;NO AMPLIABLE;2026-09-04;;;;BANCO DE VALORES S.A. MACRO SECURITIES S.A.U. STONEX SECURITIES S.A.;Clear;VALO;Abierta;Se ofrecen Valores Fiduciarios por los siguientes V/N: VDFA $ 13.007.072.203 / VDFB $ 2.607.660.334;
a3:-889;a3;2026-09-03;10:00;16:15;Finalizada;ON PyME CNV;ON PYME CNV MEDIANO IMPACTO SION SERIE V;SION S.A.;Privada - ON/VCP MEDIANO IMPACTO;ARS PESOS;ARS PESOS;ARS;3.800.000.000,00;3.800.000.000,00;1,0000;;;POR ADHESIÓN;ADHESIÓN;Holandés;NO AMPLIABLE;2026-09-07;2027-10-10;398;;STONEX SECURITIES S.A.;Clear;OMI1;Abierta;Las Obligaciones Negociables PYME CNV Serie V serán Suscriptas e Integradas en efectivo, en Pesos y/o en especie mediante la entrega de las Obligaciones Negociables PYME CNV Serie III conforme a la Relación de Canje correspondiente. Las Obligaciones Negociables bajo el Régimen de Oferta Pública con Autorización Automática por su Mediano Impacto sólo podrán ser adquiridas por los Inversores Calificados.;
a3:-891;a3;2026-09-03;10:00;16:00;Finalizada;ON PyME CNV;ON MEDIANO IMPACTO CENTRO INTERACCIÓN MULTIMEDIA;CENTRO INTERACCIÓN MULTIMEDIA S.A.U.;Privada - ON/VCP MEDIANO IMPACTO;USD;USD;USD;3.000.000,00;4.500.000,00;1,5000;8,7500;;TASA DE CORTE: 8.75%;TASA;Holandés;4500000;2026-09-07;2029-09-07;1096;;S&C INVERSIONES S.A. COHEN S.A.;Clear;OMI2;Abierta;Las Obligaciones Negociables serán Suscriptas, Integradas y Pagaderas en Dólares Estadounidenses en la República Argentina.;
a3:-894;a3;2026-09-03;10:00;16:15;Finalizada;ON PyME CNV;ON BAJO IMPACTO PEDROLGA SERIE II;PEDROLGA S.A.;Privada - ON/VCP BAJO IMPACTO;ARS PESOS;ARS PESOS;ARS;2.000.000.000,00;4.500.000.000,00;2,2500;-1,6100;;MARGEN DE CORTE: -1.61%;MARGEN;Holandés;V/N $ 4.500.000.000;2026-09-07;2028-09-07;731;;BANCO MARIVA S.A. BANCO SUPERVIELLE S.A. MACRO SECURITIES S.A.U. BANCO DE GALICIA Y BUENOS AIRES S.A. BANCO PATAGONIA S.A.;Clear;OBI2;Abierta;Las Obligaciones Negociables Serie II deberán ser Suscriptas, Integradas y Pagaderas en Pesos;
a3:-866;a3;2026-09-02;10:00;16:00;Finalizada;ON Corporativa;ON COMPAÑIA GENERAL DE COMBUSTIBLES CLASE 41;COMPAÑIA GENERAL DE COMBUSTIBLES S.A.;Privada - ON;USD;USD;USD;40.000.000,00;83.573.632,00;2,0893;8,0000;;TASA DE CORTE: 8.00%;TASA;Bookbuilding;MONTO MÁXIMO;2026-09-07;2029-09-07;1096;;BANCO SANTANDER ARGENTINA S.A. INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A. BANCO DE GALICIA Y BUENOS AIRES S.A. BACS BANCO DE CREDITO y SECURITIZACION S.A. BALANZ CAPITAL VALORES S.A.U. BANCO DE LA PROVINCIA DE BUENOS AIRES ACA VALORES S.A. BANCO MARIVA S.A. BULL MARKET BROKERS S.A. MAX CAPITAL S.A. BANCO HIPOTECARIO S.A. CUCCHIARA y CÍA. S.A. ALLARIA S.A. INDUSTRIAL VALORES S.A. MACRO SECURITIES S.A.U. FACIMEX VALORES S.A. BANCO PATAGONIA S.A. BANCO COINAG S.A. PUENTE HNOS. S.A. BANCO DE SERVICIOS Y TRANSACCIONES S.A. INVERTIR EN BOLSA S.A. PP INVERSIONES S.A.;Clear;GAL2;Abierta;Las Obligaciones Negociables Clase 41 deberán ser Suscriptas e Integradas: (i) en efectivo, en Dólares Estadounidenses en la República Argentina y/o (ii) en especie mediante la entrega de las Obligaciones Negociables Clase 36 y/u Obligaciones Negociables Clase 37 conforme a la Relación de Canje de la Clase 41.;
a3:-893;a3;2026-09-02;10:00;16:00;Finalizada;Fideicomiso Financiero;FF MEDIANO IMPACTO AMPLIADO AMES XXIX;TMF Trust Company (Argentina) S.A.;Privada – FF MEDIANO IMPACTO;ARS PESOS;ARS PESOS;ARS;3.041.391.599,00;3.041.391.599,00;1,0000;34,5000;;TIR DE CORTE VRDA: 34.50% / PRECIO DE CORTE VRDB: 100 % / PRECIO DE CORTE CP: 100 %;VRDA: TIR - VRDB/CP: PRECIO;Holandés;NO AMPLIABLE;2026-09-03;;;;BANCO MARIVA S.A.;Clear;FMI1;Abierta;Se ofrecen Valores Fiduciarios por los siguientes V/N: VRDA $ 1.500.000.000 / VRDB: $ 100.000.000 / CP: $ 1.441.391.599. Estos Valores Fiduciarios solo podrán ser adquiridos por Inversores Calificados.;
a3:-887;a3;2026-09-01;10:00;16:20;Finalizada;ON PyME CNV;ON BAJO IMPACTO PIMENTO SERIE I CLASE II;PIMENTO S.R.L.;Privada - ON/VCP BAJO IMPACTO;UVA;UVA;UVA;1.500.000.000,00;;;;SI;DESIERTA;TASA;Holandés;NO AMPLIABLE;2026-09-03;2028-09-03;731;;PP INVERSIONES S.A. BANCO DE GALICIA Y BUENOS AIRES S.A.;Clear;OBI1;Abierta;;
a3:-864;a3;2026-09-01;10:00;16:00;Finalizada;ON Corporativa;ON CROWN POINT ENERGÍA CLASE X;CROWN POINT ENERGIA S.A.;Privada - ON;USD;USD;USD;80.000.000,00;8.264.901,00;0,1033;8,5000;;TASA DE CORTE: 8.50%;TASA;Holandés;NO AMPLIABLE;2026-09-03;2029-09-03;1096;;BANCO DE SERVICIOS Y TRANSACCIONES S.A. ST SECURITIES S.A.U. BANCO DE GALICIA Y BUENOS AIRES S.A. NUEVO CHACO BURSATIL S.A. MACRO SECURITIES S.A.U. INVERTIRONLINE S.A.U. PP INVERSIONES S.A. SBS TRADING S.A. ZOFINGEN SECURITIES S.A.;Clear;BST1;Abierta;Las Obligaciones Negociables Clase X deberán ser Suscriptas, Integradas y Pagaderas en Dólares Estadounidenses en la República Argentina.;
a3:-865;a3;2026-09-01;10:00;16:00;Finalizada;ON Corporativa;ON CROWN POINT ENERGÍA CLASE XI;CROWN POINT ENERGIA S.A.;Privada - ON;USD LINK;USD LINK;USD;80.000.000,00;46.774.854,00;0,5847;9,5000;;TASA DE CORTE: 9.50%;TASA;Holandés;NO AMPLIABLE;2026-09-03;2029-03-03;912;;BANCO DE SERVICIOS Y TRANSACCIONES S.A. ST SECURITIES S.A.U. BANCO DE GALICIA Y BUENOS AIRES S.A. NUEVO CHACO BURSATIL S.A. MACRO SECURITIES S.A.U. INVERTIRONLINE S.A.U. PP INVERSIONES S.A. ZOFINGEN SECURITIES S.A. SBS TRADING S.A.;Clear;BST1;Abierta;Las Obligaciones Negociables Clase XI deberán ser Suscriptas e Integradas: (i) en efectivo, en Pesos al Tipo de Cambio Inicial y/o (ii) en especie mediante la entrega de las Obligaciones Negociables Clase VII conforme a la Relación de Canje correspondiente.;
a3:-878;a3;2026-09-01;10:00;16:00;Finalizada;Fideicomiso Financiero;FF MEDIANO IMPACTO AMPLIADO CRUCIANELLI SERIE I;BANCO CMF S.A.;Privada – FF MEDIANO IMPACTO;USD;USD;USD;6.050.000,00;6.050.000,00;1,0000;100,0000;;PRECIO DE CORTE VDFA: 100% / PRECIO DE CORTE VDFB: 98.6870%;PRECIO;Holandés;NO AMPLIABLE;2026-09-03;;;;BANCO CMF S.A. FIRST CAPITAL MARKETS S.A. TARALLO S.A.;Clear;FMI1;Abierta;Se ofrecen Valores Fiduciarios por los siguientes V/N: VDFA: US$ 5.650.000 / VDFB: US$ 400.000;
a3:-884;a3;2026-09-01;10:00;16:00;Finalizada;Fideicomiso Financiero;FF DE INFRAESTRUCTURA PÚBLICA ELÉCTRICA;FIDUCIARIA DEL NORTE S.A.;Privada - FF;ARS PESOS;ARS PESOS;ARS;5.000.000.000,00;5.000.000.000,00;1,0000;;;PRECIO DE CORTE: $ 0.9639;PRECIO;Holandés;NO AMPLIABLE;2026-09-03;;;;SBS TRADING S.A. PUENTE HNOS. S.A. BOLSA DE COMERCIO DEL CHACO NUEVO CHACO BURSATIL S.A. FIRST CAPITAL MARKETS S.A.;Clear;SBSB;Abierta;Se ofrecen Valores Fiduciarios por los siguientes V/N: VRDS $ 5.000.000.000;
a3:-886;a3;2026-09-01;10:00;16:20;Finalizada;ON PyME CNV;ON BAJO IMPACTO PIMENTO SERIE I CLASE I;PIMENTO S.R.L.;Privada - ON/VCP BAJO IMPACTO;ARS PESOS;ARS PESOS;ARS;1.500.000.000,00;1.500.000.000,00;1,0000;-1,0100;;MARGEN DE CORTE: -1.01%;MARGEN;Holandés;NO AMPLIABLE;2026-09-03;2028-09-03;731;;PP INVERSIONES S.A. BANCO DE GALICIA Y BUENOS AIRES S.A.;Clear;OBI1;Abierta;Las Obligaciones Negociables Clase I deberán ser Suscriptas, Integradas y Pagaderas en Pesos;
a3:-890;a3;2026-09-01;10:00;16:15;Finalizada;ON Corporativa;ON CT BARRAGÁN CLASE 10;CT BARRAGÁN S.A.;Privada - ON;USD;USD;USD;60.000.000,00;41.635.000,00;0,6939;4,9000;;TASA DE CORTE: 4.90% N.A.;TASA;Holandés;NO AMPLIABLE;2026-09-03;2028-01-03;487;;BANCO DE GALICIA Y BUENOS AIRES S.A. BANCO SANTANDER ARGENTINA S.A. BALANZ CAPITAL VALORES S.A.U. COCOS CAPITAL S.A. BANCO DE LA PROVINCIA DE BUENOS AIRES BANCO BBVA ARGENTINA S.A. INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A. BANCO PATAGONIA S.A.;Clear;GALI;Abierta;Las Obligaciones Negociables Clase 10 deberán ser Suscriptas, Integradas y Pagaderas en Dólares Estadounidenses en la República Argentina. La Oferta Pública Primaria de las Obligaciones Negociables está destinada exclusivamente a Inversores Calificados.;
cnv:202609011251-invernea-proteina-pyme-serie-4;cnv;2026-09-01;09:51;;Anunciada;Fideicomiso Financiero;INFORME KG-CARNE AGOSTO 2026 DEL FIDEICOMISO INVERNEA PROTEINA PYME SERIE 4 FIDEICOMISO FINANCIERO;INVERNEA PROTEINA PYME SERIE 4;CNV - FF;;;;;;;;;;;;;;;;;;;;;INFORME KG-CARNE AGOSTO 2026 DEL FIDEICOMISO INVERNEA PROTEINA PYME SERIE 4 FIDEICOMISO FINANCIERO;https://aif2.cnv.gov.ar/Presentations/publicview/90a03050-8326-4558-84d3-1ce74b05e318
cnv:202609011249-invernea-proteina-pyme-serie-3;cnv;2026-09-01;09:49;;Anunciada;Fideicomiso Financiero;INFORME KG-CARNE AGOSTO 2026 DEL FIDEICOMISO INVERNEA PROTEINA PYME SERIE 3 FIDEICOMISO FINANCIERO;INVERNEA PROTEÍNA PYME SERIE 3;CNV - FF;;;;;;;;;;;;;;;;;;;;;INFORME KG-CARNE AGOSTO 2026 DEL FIDEICOMISO INVERNEA PROTEINA PYME SERIE 3 FIDEICOMISO FINANCIERO;https://aif2.cnv.gov.ar/Presentations/publicview/9cb0b4ec-49f5-4b24-a525-e3cc910da5a1
cnv:202609011248-invernea-proteina-pyme-serie-2;cnv;2026-09-01;09:48;;Anunciada;Fideicomiso Financiero;INFORME KG-CARNE AGOSTO 2026 DEL FIDEICOMISO INVERNEA PROTEINA PYME SERIE 2 FIDEICOMISO FINANCIERO;INVERNEA PROTEÍNA PYME SERIE 2;CNV - FF;;;;;;;;;;;;;;;;;;;;;INFORME KG-CARNE AGOSTO 2026 DEL FIDEICOMISO INVERNEA PROTEINA PYME SERIE 2 FIDEICOMISO FINANCIERO;https://aif2.cnv.gov.ar/Presentations/publicview/4676a197-356b-4df6-afe1-9c0378f8a1ca
cnv:202609011246-invernea-proteina-pyme-serie-i;cnv;2026-09-01;09:46;;Anunciada;Fideicomiso Financiero;INFORME KG-CARNE AGOSTO 2026 DEL FIDEICOMISO INVERNEA PROTEINA PYME SERIE 1 FIDEICOMISO FINANCIERO;INVERNEA PROTEÍNA PYME SERIE I;CNV - FF;;;;;;;;;;;;;;;;;;;;;INFORME KG-CARNE AGOSTO 2026 DEL FIDEICOMISO INVERNEA PROTEINA PYME SERIE 1 FIDEICOMISO FINANCIERO;https://aif2.cnv.gov.ar/Presentations/publicview/1dd6c3f0-38f0-4b3b-b943-b2c3208e51d6
cnv:202609011244-fideicomiso-financiero-invernea-ganadero;cnv;2026-09-01;09:44;;Anunciada;Fideicomiso Financiero;INFORME KG-CARNE AGOSTO 2026 DEL FIDEICOMISO FINANCIERO INVERNEA GANADERO;FIDEICOMISO FINANCIERO INVERNEA GANADERO;CNV - FF;;;;;;;;;;;;;;;;;;;;;INFORME KG-CARNE AGOSTO 2026 DEL FIDEICOMISO FINANCIERO INVERNEA GANADERO;https://aif2.cnv.gov.ar/Presentations/publicview/ecd3f3fd-b1b2-469d-a9dc-f25c013d5f12
cnv:202608311954-fideicomiso-financiero-creditech-serie-iv;cnv;2026-08-31;16:54;;Anunciada;Fideicomiso Financiero;AVISO DE LIQUIDACIÓN E INSTRUCCIÓN CORRESPONDIENTE AL FIDEICOMISO FINANCIERO CREDITECH SERIE IV;FIDEICOMISO FINANCIERO CREDITECH SERIE IV;CNV - FF;;;;;;;;;;;;;;;;;;;;;AVISO DE LIQUIDACIÓN E INSTRUCCIÓN CORRESPONDIENTE AL FIDEICOMISO FINANCIERO CREDITECH SERIE IV;https://aif2.cnv.gov.ar/Presentations/publicview/6068286f-fba5-424e-9d7a-b83bac19498e
a3:-875;a3;2026-08-28;10:00;16:00;Finalizada;ON Corporativa;ON BANCO GALICIA CLASE XXXIV;BANCO DE GALICIA Y BUENOS AIRES S.A.U.;Privada - ON;USD;USD;USD;200.000.000,00;70.443.312,00;0,3522;5,0000;;TASA DE CORTE: 5.00% N.A.;TASA;Holandés;NO AMPLIABLE;2026-08-31;2028-08-31;731;;BANCO DE GALICIA Y BUENOS AIRES S.A.;Clear;GALI;Abierta;Las Obligaciones Negociables Clase XXXIV serán Suscriptas, Integradas y Pagaderas en Dólares Estadounidenses en la República Argentina;
a3:-882;a3;2026-08-28;10:00;16:00;Finalizada;Deuda Publica;LETRAS DEL TESORO DE LA PROVINCIA DEL CHUBUT CXXI CLASE 1;PROVINCIA DEL CHUBUT - MINISTERIO DE ECONOMIA Y CREDITO PUBLICO;Pública;ARS PESOS;ARS PESOS;ARS;5.000.000.000,00;19.100.000.000,00;3,8200;0,0000;;MARGEN DE CORTE: 0%;TASA;Holandés;EL MONTO MÁXIMO DISPONIBLE;2026-08-31;2026-11-30;91;;BANCO DEL CHUBUT S.A. PUENTE HNOS. S.A. BANCO DE SERVICIOS Y TRANSACCIONES S.A. GLOBAL VALORES S.A. BALANZ CAPITAL VALORES S.A.U. BANCO COMAFI S.A. BANCO PATAGONIA S.A. BANCO HIPOTECARIO S.A. BANCO SANTANDER ARGENTINA S.A. ST SECURITIES S.A.U. BULL MARKET BROKERS S.A. CUCCHIARA y CÍA. S.A. NUEVO CHACO BURSATIL S.A. CONO SUR INVERSIONES S.A. TRUEGRIT CAPITAL S.A. COHEN S.A. BANCO DE LA NACION ARGENTINA ADCAP SECURITIES ARGENTINA S.A. BANCO COINAG S.A.;Clear;CHUB;Ciega;"Las Letras podrán integrarse mediante: (i) la entrega de los pesos ($) necesarios; y/o (ii) la entrega de los dólares estadounidenses necesarios al Tipo de Cambio de Integración.";
a3:-591;a3;2026-08-27;10:00;15:00;Finalizada;Deuda Publica;LETRA DEL TESORO NACIONAL EN PESOS AJUSTADA POR CER A DTO CON VTO. 29/01/2027 (X29E7) - REAPERTURA;MINISTERIO DE ECONOMÍA;Pública;ARS PESOS;ARS PESOS;ARS;1,00;848.347.431.723,00;848.347.431.723,0000;;;PRECIO DE CORTE POR CADA VNO $ 1.000: $983.5;PRECIO;Holandés;El monto máximo autorizado por la normativa vigente.;2026-08-31;2027-01-29;151;;MINISTERIO DE ECONOMÍA;CRYL;LIC3;Ciega;Las entidades que carguen ofertas en estos Tramos No Competitivos, solo podrán hacer una orden por CUIL o CUIT de Clientes. Se aceptará una única oferta por inversor y deberá ser menor o igual a un monto de VNO $ 50.000.000. Los Tramos Competitivos estarán destinados a: i) Personas Físicas o Jurídicas por montos mayores a VNO $ 50.000.000, y ii) a todo otro tipo de inversor, que por sus características fue excluido del Tramo No Competitivo, con una oferta mínima de VNO $ 1.000.000, y no tendrán limitación de monto máximo a ofertar. Para más información ver el aviso adjunto.;
a3:-794;a3;2026-08-27;10:00;15:00;Finalizada;Deuda Publica;LETRA DEL TESORO NACIONAL VINCULADA AL DÓLAR ESTADOUNIDENSE CERO CUPÓN CON VTO. 30/10/2026 (D30O6) - REAPERTURA;MINISTERIO DE ECONOMÍA;Pública;USD LINK;USD LINK;USD;1,00;279.351.662,00;279.351.662,0000;;;PRECIO DE CORTE POR CADA VNO US$ 1.000: US$ 987.8;PRECIO;Holandés;El monto máximo autorizado por la normativa vigente.;2026-08-31;2026-10-30;60;;MINISTERIO DE ECONOMÍA;CRYL;LIC3;Ciega;Las entidades que carguen ofertas en estos Tramos No Competitivos, solo podrán hacer una orden por CUIL o CUIT de Clientes, se aceptará una sola oferta por inversor y deberá ser menor o igual a un monto de VNO USD 50.000. Los Tramos Competitivos estarán destinados a: i) Personas Físicas o Jurídicas por montos mayores a VNO USD 50.000, y ii) a todo otro tipo de inversor, que por sus características fue excluido del Tramo No Competitivo, con una oferta mínima de VNO USD 1.000 para el instrumento denominado en dólares estadounidenses y no tendrán limitación de monto máximo a ofertar. Para más información ver el Llamado a licitación.;
a3:-808;a3;2026-08-27;10:00;15:00;Finalizada;Deuda Publica;LETRA DEL TESORO NACIONAL CAPITALIZABLE EN PESOS CON VTO. 29/01/2027 (S29E7) - NUEVA;MINISTERIO DE ECONOMÍA;Pública;ARS PESOS;ARS PESOS;ARS;1,00;2.379.233.120.612,00;2.379.233.120.612,0000;2,2500;;TEM DE CORTE: 2.25%;TEM;Holandés;El monto máximo autorizado por la normativa vigente.;2026-08-31;2027-01-29;151;;MINISTERIO DE ECONOMÍA;CRYL;LIC3;Ciega;Las entidades que carguen ofertas en estos Tramos No Competitivos, solo podrán hacer una orden por CUIL o CUIT de Clientes. Se aceptará una única oferta por inversor y deberá ser menor o igual a un monto de VNO $ 50.000.000. Los Tramos Competitivos estarán destinados a: i) Personas Físicas o Jurídicas por montos mayores a VNO $ 50.000.000, y ii) a todo otro tipo de inversor, que por sus características fue excluido del Tramo No Competitivo, con una oferta mínima de VNO $ 1.000.000, y no tendrán limitación de monto máximo a ofertar. Para más información ver el aviso adjunto.;
a3:-822;a3;2026-08-27;10:00;15:00;Finalizada;Deuda Publica;LETRA DEL TESORO NACIONAL CAPITALIZABLE EN PESOS CON VTO. 30/11/2026 (S30N6) - REAPERTURA;MINISTERIO DE ECONOMÍA;Pública;ARS PESOS;ARS PESOS;ARS;1,00;5.000.000.000.000,00;5.000.000.000.000,0000;;;PRECIO DE CORTE POR CADA VNO $ 1.000: $ 1.217;PRECIO;Holandés;El monto máximo autorizado por la normativa vigente.;2026-08-31;2026-11-30;91;;MINISTERIO DE ECONOMÍA;CRYL;LIC3;Ciega;Las entidades que carguen ofertas en estos Tramos No Competitivos, solo podrán hacer una orden por CUIL o CUIT de Clientes. Se aceptará una única oferta por inversor y deberá ser menor o igual a un monto de VNO $ 50.000.000. Los Tramos Competitivos estarán destinados a: i) Personas Físicas o Jurídicas por montos mayores a VNO $ 50.000.000, y ii) a todo otro tipo de inversor, que por sus características fue excluido del Tramo No Competitivo, con una oferta mínima de VNO $ 1.000.000, y no tendrán limitación de monto máximo a ofertar. Para más información ver el aviso adjunto.;
a3:-880;a3;2026-08-27;10:00;16:00;Finalizada;ON Corporativa;ON PROFERTIL CLASE 4;PROFERTIL S.A.;Privada - ON;USD;USD;USD;70.000.000,00;90.374.810,00;1,2911;5,5000;;TASA DE CORTE: 5.50%;TASA;Holandés;MONTO MÁXIMO DE EMISIÓN;2026-08-28;2030-02-28;1280;;ADCAP SECURITIES ARGENTINA S.A. ALLARIA S.A. BALANZ CAPITAL VALORES S.A.U. BANCO DE GALICIA Y BUENOS AIRES S.A. BANCO DE LA PROVINCIA DE BUENOS AIRES BANCO MARIVA S.A. BANCO PATAGONIA S.A. BANCO SANTANDER ARGENTINA S.A. BULL MARKET BROKERS S.A. CUCCHIARA y CÍA. S.A. INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A. INDUSTRIAL VALORES S.A. INVIU VALORES S.A.U. INVERTIRONLINE S.A.U. ONE618 FINANCIAL SERVICES S.A.U. OPTION SECURITIES S.A. PETRINI VALORES S.A. PUENTE HNOS. S.A. SBS TRADING S.A. ACA VALORES S.A.;Clear;GAL2;Abierta;Las Obligaciones Negociables Clase 4 deberán ser Suscriptas, Integradas y Pagaderas en Dólares Estadounidenses en la República Argentina.;
